,登入日期,登入時間(以小時為單位),登入成功次數
6555,2022/1/26,4,4036
588,2022/1/26,5,5335
3001,2022/1/26,6,10619
5869,2022/1/26,7,24661
906,2022/1/26,8,31695
3706,2022/1/26,9,51481
1658,2022/1/26,10,51943
4749,2022/1/26,11,51528
8168,2022/1/26,12,54168
2129,2022/1/26,13,54126
9040,2022/1/26,14,50914
9389,2022/1/26,15,57352
3897,2022/1/26,16,55389
6062,2022/1/26,17,42321
85,2022/1/26,18,39255
4102,2022/1/26,19,38736
2098,2022/1/26,20,39532
3479,2022/1/26,21,39676
6213,2022/1/26,22,38100
3895,2022/1/26,23,31344
3723,2022/1/27,0,22116
8118,2022/1/27,1,13106
1808,2022/1/27,2,7677
4732,2022/1/27,3,5361
13,2022/1/27,4,4521
2760,2022/1/27,5,6119
5101,2022/1/27,6,12732
8157,2022/1/27,7,28960
3404,2022/1/27,8,33502
5138,2022/1/27,9,50397
4124,2022/1/27,10,54762
7254,2022/1/27,11,52070
1927,2022/1/27,12,52284
4432,2022/1/27,13,51235
8406,2022/1/27,14,50832
4231,2022/1/27,15,49759
3625,2022/1/27,16,45558
8682,2022/1/27,17,41757
1179,2022/1/27,18,39125
6223,2022/1/27,19,38265
4142,2022/1/27,20,39609
6355,2022/1/27,21,39936
828,2022/1/27,22,38195
3577,2022/1/27,23,31742
8573,2022/1/28,0,23851
1655,2022/1/28,1,14456
5664,2022/1/28,2,8977
5015,2022/1/28,3,6226
954,2022/1/28,4,5385
6486,2022/1/28,5,7100
8886,2022/1/28,6,15465
2387,2022/1/28,7,34440
5646,2022/1/28,8,39837
8931,2022/1/28,9,56688
5717,2022/1/28,10,65681
779,2022/1/28,11,65849
2562,2022/1/28,12,63647
6501,2022/1/28,13,60327
765,2022/1/28,14,59881
3195,2022/1/28,15,69673
8606,2022/1/28,16,53766
2505,2022/1/28,17,48538
6339,2022/1/28,18,44876
6404,2022/1/28,19,42305
8496,2022/1/28,20,42021
955,2022/1/28,21,41161
4516,2022/1/28,22,38171
8355,2022/1/28,23,32183
166,2022/1/29,0,23809
3828,2022/1/29,1,14980
6377,2022/1/29,2,9169
1169,2022/1/29,3,5930
5687,2022/1/29,4,4477
7657,2022/1/29,5,4595
3034,2022/1/29,6,6330
4771,2022/1/29,7,11886
9104,2022/1/29,8,16416
1519,2022/1/29,9,22532
244,2022/1/29,10,26987
3919,2022/1/29,11,28918
6841,2022/1/29,12,29198
1454,2022/1/29,13,28847
3720,2022/1/29,14,30202
6348,2022/1/29,15,30427
186,2022/1/29,16,29362
4797,2022/1/29,17,29378
9358,2022/1/29,18,27713
1894,2022/1/29,19,28128
575,2022/1/29,20,28918
1755,2022/1/29,21,29374
7666,2022/1/29,22,27820
503,2022/1/29,23,24343
2753,2022/1/3,0,19213
5477,2022/1/3,1,12232
9215,2022/1/3,2,7642
3328,2022/1/3,3,4485
3943,2022/1/3,4,3277
7640,2022/1/3,5,3751
4343,2022/1/3,6,7846
6771,2022/1/3,7,21100
9260,2022/1/3,8,38508
3865,2022/1/3,9,59046
1759,2022/1/3,10,58166
4542,2022/1/3,11,57989
8039,2022/1/3,12,59539
2406,2022/1/3,13,60067
6198,2022/1/3,14,53411
8038,2022/1/3,15,50446
2587,2022/1/3,16,44777
6412,2022/1/3,17,40681
30,2022/1/3,18,37485
2663,2022/1/3,19,40176
2527,2022/1/3,20,41009
4592,2022/1/3,21,41842
7256,2022/1/3,22,39063
2246,2022/1/3,23,31209
4689,2022/1/30,0,18792
4546,2022/1/30,1,12804
95,2022/1/30,2,8095
3414,2022/1/30,3,5325
6600,2022/1/30,4,3825
375,2022/1/30,5,3621
3235,2022/1/30,6,4568
8815,2022/1/30,7,7665
211,2022/1/30,8,11432
4359,2022/1/30,9,16519
2409,2022/1/30,10,20342
6067,2022/1/30,11,22436
126,2022/1/30,12,23727
2593,2022/1/30,13,24462
6453,2022/1/30,14,24752
9012,2022/1/30,15,25329
3599,2022/1/30,16,25366
6441,2022/1/30,17,25167
1236,2022/1/30,18,23501
4416,2022/1/30,19,24475
1607,2022/1/30,20,25088
7924,2022/1/30,21,25188
8672,2022/1/30,22,24090
3587,2022/1/30,23,21919
4147,2022/1/31,0,17588
8376,2022/1/31,1,12038
2070,2022/1/31,2,7849
5655,2022/1/31,3,5048
9284,2022/1/31,4,3704
2848,2022/1/31,5,3312
4974,2022/1/31,6,4267
5735,2022/1/31,7,7092
4633,2022/1/31,8,10744
6487,2022/1/31,9,15465
7408,2022/1/31,10,19403
8905,2022/1/31,11,21887
2472,2022/1/31,12,22748
7772,2022/1/31,13,23865
7118,2022/1/31,14,24885
1349,2022/1/31,15,26015
5295,2022/1/31,16,25807
7903,2022/1/31,17,22756
3036,2022/1/31,18,18175
7805,2022/1/31,19,19797
4937,2022/1/31,20,20971
9059,2022/1/31,21,21054
2156,2022/1/31,22,20851
4145,2022/1/31,23,20336
3930,2022/1/4,0,20849
8020,2022/1/4,1,11766
959,2022/1/4,2,6958
4507,2022/1/4,3,4532
7760,2022/1/4,4,3797
1763,2022/1/4,5,4401
4644,2022/1/4,6,9492
9312,2022/1/4,7,24952
2586,2022/1/4,8,39008
6026,2022/1/4,9,59433
5291,2022/1/4,10,61801
7021,2022/1/4,11,57186
1625,2022/1/4,12,59084
3075,2022/1/4,13,55423
7812,2022/1/4,14,56132
3887,2022/1/4,15,52888
4758,2022/1/4,16,44699
8246,2022/1/4,17,45276
2657,2022/1/4,18,39226
5022,2022/1/4,19,40230
3557,2022/1/4,20,41326
6460,2022/1/4,21,41482
1860,2022/1/4,22,39505
3157,2022/1/4,23,31498
8139,2022/1/5,0,22596
325,2022/1/5,1,13027
4708,2022/1/5,2,7964
8112,2022/1/5,3,5177
1934,2022/1/5,4,4455
5147,2022/1/5,5,6087
8411,2022/1/5,6,14940
1746,2022/1/5,7,33133
4299,2022/1/5,8,49959
7753,2022/1/5,9,72298
6102,2022/1/5,10,73286
566,2022/1/5,11,69544
4154,2022/1/5,12,40024
7211,2022/1/5,13,35805
1433,2022/1/5,14,78928
4872,2022/1/5,15,75138
6804,2022/1/5,16,68866
2491,2022/1/5,17,64827
4645,2022/1/5,18,61154
7308,2022/1/5,19,63614
5525,2022/1/5,20,57062
793,2022/1/5,21,55784
3574,2022/1/5,22,61663
5490,2022/1/5,23,45781
8665,2022/1/6,0,27150
2439,2022/1/6,1,14978
4836,2022/1/6,2,8530
193,2022/1/6,3,5570
4567,2022/1/6,4,4366
8281,2022/1/6,5,5278
1632,2022/1/6,6,11399
5215,2022/1/6,7,26389
8335,2022/1/6,8,39708
869,2022/1/6,9,60146
9363,2022/1/6,10,61455
1837,2022/1/6,11,58590
5639,2022/1/6,12,59502
157,2022/1/6,13,56048
1923,2022/1/6,14,51535
8063,2022/1/6,15,48453
1150,2022/1/6,16,41586
5285,2022/1/6,17,38569
8970,2022/1/6,18,35824
834,2022/1/6,19,38641
8567,2022/1/6,20,38862
4341,2022/1/6,21,39501
7156,2022/1/6,22,37279
9155,2022/1/6,23,30160
1754,2022/1/7,0,20723
5870,2022/1/7,1,11844
9323,2022/1/7,2,6884
2208,2022/1/7,3,4571
6626,2022/1/7,4,3611
188,2022/1/7,5,4405
3619,2022/1/7,6,9150
9020,2022/1/7,7,20681
1463,2022/1/7,8,30760
5767,2022/1/7,9,48875
1695,2022/1/7,10,50257
5512,2022/1/7,11,48570
9325,2022/1/7,12,51736
2518,2022/1/7,13,50136
4403,2022/1/7,14,45077
7468,2022/1/7,15,47232
3487,2022/1/7,16,38788
4674,2022/1/7,17,35611
489,2022/1/7,18,33724
5180,2022/1/7,19,33783
2889,2022/1/7,20,33543
5584,2022/1/7,21,32704
6493,2022/1/7,22,31171
2294,2022/1/7,23,26185
5861,2022/1/8,0,18985
8723,2022/1/8,1,11864
1854,2022/1/8,2,71
3124,2022/1/8,5,2014
4614,2022/1/8,6,6593
69,2022/1/8,7,10506
4032,2022/1/8,8,14860
5991,2022/1/8,9,19971
5640,2022/1/8,10,23815
7849,2022/1/8,11,26249
918,2022/1/8,12,26104
5684,2022/1/8,13,25515
8803,2022/1/8,14,26205
2429,2022/1/8,15,26473
2757,2022/1/8,16,25346
9081,2022/1/8,17,25020
1944,2022/1/8,18,23525
6542,2022/1/8,19,24256
5474,2022/1/8,20,24971
6722,2022/1/8,21,25436
2300,2022/1/8,22,24588
6768,2022/1/8,23,21466
7001,2022/1/9,0,16207
632,2022/1/9,1,10621
4647,2022/1/9,2,6653
8845,2022/1/9,3,4367
1281,2022/1/9,4,3145
5921,2022/1/9,5,3104
8561,2022/1/9,6,3908
2055,2022/1/9,7,6619
5782,2022/1/9,8,10746
9403,2022/1/9,9,15315
5342,2022/1/9,10,19054
999,2022/1/9,11,21320
4761,2022/1/9,12,22447
8678,2022/1/9,13,22719
3573,2022/1/9,14,22649
4181,2022/1/9,15,23393
7391,2022/1/9,16,22968
2544,2022/1/9,17,23603
6076,2022/1/9,18,23850
8148,2022/1/9,19,25980
6288,2022/1/9,20,28726
1812,2022/1/9,21,30063
5114,2022/1/9,22,29905
7017,2022/1/9,23,25365
8052,2022/2/1,0,18858
3147,2022/2/1,1,13035
6259,2022/2/1,2,8598
1131,2022/2/1,3,5597
3084,2022/2/1,4,4045
7402,2022/2/1,5,3496
183,2022/2/1,6,4242
4434,2022/2/1,7,6626
6696,2022/2/1,8,10534
1971,2022/2/1,9,14374
8717,2022/2/1,10,18136
2742,2022/2/1,11,18475
8089,2022/2/1,12,18450
9178,2022/2/1,13,19066
3131,2022/2/1,14,18921
5257,2022/2/1,15,19577
25,2022/2/1,16,19374
3201,2022/2/1,17,18765
7785,2022/2/1,18,17816
1027,2022/2/1,19,18618
9082,2022/2/1,20,19369
3511,2022/2/1,21,19623
5289,2022/2/1,22,19657
8166,2022/2/1,23,18301
3940,2022/2/10,0,22835
5797,2022/2/10,1,13629
90,2022/2/10,2,8419
3335,2022/2/10,3,5703
6951,2022/2/10,4,4449
437,2022/2/10,5,5749
4420,2022/2/10,6,12774
4711,2022/2/10,7,29824
419,2022/2/10,8,35219
4871,2022/2/10,9,52793
1764,2022/2/10,10,55953
6488,2022/2/10,11,57701
741,2022/2/10,12,59296
2507,2022/2/10,13,59061
6354,2022/2/10,14,56993
671,2022/2/10,15,54766
3305,2022/2/10,16,48383
5873,2022/2/10,17,45517
146,2022/2/10,18,42358
5586,2022/2/10,19,43039
2455,2022/2/10,20,43687
4247,2022/2/10,21,44614
8176,2022/2/10,22,42767
3889,2022/2/10,23,34592
4167,2022/2/11,0,23767
8750,2022/2/11,1,14036
3152,2022/2/11,2,8628
7007,2022/2/11,3,5464
127,2022/2/11,4,4246
3933,2022/2/11,5,4802
6903,2022/2/11,6,9455
7522,2022/2/11,7,21729
2811,2022/2/11,8,28712
7355,2022/2/11,9,44262
4065,2022/2/11,10,48138
9182,2022/2/11,11,47853
3538,2022/2/11,12,49626
8215,2022/2/11,13,48750
5559,2022/2/11,14,47156
2525,2022/2/11,15,44379
6300,2022/2/11,16,39568
9339,2022/2/11,17,37286
1350,2022/2/11,18,34255
8247,2022/2/11,19,33655
5419,2022/2/11,20,33681
8088,2022/2/11,21,32613
3628,2022/2/11,22,31248
4260,2022/2/11,23,26238
6276,2022/2/12,0,19135
1647,2022/2/12,1,12985
5142,2022/2/12,2,8052
6976,2022/2/12,3,5312
3790,2022/2/12,4,3767
5140,2022/2/12,5,3436
9333,2022/2/12,6,5127
3016,2022/2/12,7,8931
5422,2022/2/12,8,13190
9064,2022/2/12,9,18552
6843,2022/2/12,10,22651
1125,2022/2/12,11,24503
4915,2022/2/12,12,25734
6770,2022/2/12,13,25617
1129,2022/2/12,14,26276
5401,2022/2/12,15,26526
8929,2022/2/12,16,25273
1676,2022/2/12,17,25020
5475,2022/2/12,18,24066
9042,2022/2/12,19,23868
7709,2022/2/12,20,25159
407,2022/2/12,21,25598
4304,2022/2/12,22,24600
7891,2022/2/12,23,21327
256,2022/2/13,0,362
8796,2022/2/13,5,2437
3067,2022/2/13,6,4688
4282,2022/2/13,7,7236
8639,2022/2/13,8,10688
908,2022/2/13,9,15310
1011,2022/2/13,10,19985
3376,2022/2/13,11,22370
5843,2022/2/13,12,23302
2230,2022/2/13,13,23328
4007,2022/2/13,14,23828
5969,2022/2/13,15,24278
1005,2022/2/13,16,24987
5226,2022/2/13,17,25157
8257,2022/2/13,18,23692
1767,2022/2/13,19,26042
649,2022/2/13,20,27682
4177,2022/2/13,21,29128
7681,2022/2/13,22,28529
1013,2022/2/13,23,24760
1705,2022/2/14,0,18403
7756,2022/2/14,1,12104
93,2022/2/14,2,8100
6724,2022/2/14,3,4537
5253,2022/2/14,4,3130
1984,2022/2/14,5,3425
5825,2022/2/14,6,6688
5826,2022/2/14,7,19016
824,2022/2/14,8,26076
3915,2022/2/14,9,47153
3724,2022/2/14,10,48720
6006,2022/2/14,11,48117
391,2022/2/14,12,49988
3338,2022/2/14,13,53351
8566,2022/2/14,14,45862
626,2022/2/14,15,43747
3898,2022/2/14,16,40428
7437,2022/2/14,17,37771
1983,2022/2/14,18,34397
4409,2022/2/14,19,35220
3590,2022/2/14,20,36043
6846,2022/2/14,21,36438
8484,2022/2/14,22,34109
4186,2022/2/14,23,28774
6196,2022/2/15,0,20332
8486,2022/2/15,1,12170
2029,2022/2/15,2,7597
5296,2022/2/15,3,5117
1198,2022/2/15,4,3887
3849,2022/2/15,5,4961
8098,2022/2/15,6,10369
1102,2022/2/15,7,31164
4895,2022/2/15,8,34181
6801,2022/2/15,9,48456
6366,2022/2/15,10,50764
9355,2022/2/15,11,51475
3136,2022/2/15,12,52240
6397,2022/2/15,13,52180
223,2022/2/15,14,48350
4375,2022/2/15,15,52701
6280,2022/2/15,16,41218
1313,2022/2/15,17,37891
3062,2022/2/15,18,34857
7448,2022/2/15,19,35927
5491,2022/2/15,20,36654
9412,2022/2/15,21,37011
3520,2022/2/15,22,35501
5386,2022/2/15,23,28986
7637,2022/2/16,0,20233
3819,2022/2/16,1,11859
6782,2022/2/16,2,7087
9409,2022/2/16,3,4520
2066,2022/2/16,4,3713
8534,2022/2/16,5,4483
9050,2022/2/16,6,9409
3928,2022/2/16,7,22352
6969,2022/2/16,8,28817
1203,2022/2/16,9,46656
7821,2022/2/16,10,47006
1855,2022/2/16,11,47171
5425,2022/2/16,12,47631
7387,2022/2/16,13,46829
2612,2022/2/16,14,45119
8189,2022/2/16,15,55147
88,2022/2/16,16,41675
1541,2022/2/16,17,38323
7611,2022/2/16,18,35257
1476,2022/2/16,19,35414
7890,2022/2/16,20,36844
1110,2022/2/16,21,36475
6048,2022/2/16,22,34484
8736,2022/2/16,23,27678
2105,2022/2/17,0,19380
3458,2022/2/17,1,11442
7623,2022/2/17,2,6873
2559,2022/2/17,3,4588
6839,2022/2/17,4,3704
7817,2022/2/17,5,4594
2799,2022/2/17,6,9155
6380,2022/2/17,7,23268
9225,2022/2/17,8,29004
1326,2022/2/17,9,43831
1314,2022/2/17,10,45475
4705,2022/2/17,11,45689
8311,2022/2/17,12,47439
1394,2022/2/17,13,47184
4500,2022/2/17,14,44704
9131,2022/2/17,15,42358
2287,2022/2/17,16,37468
7935,2022/2/17,17,35504
8175,2022/2/17,18,32582
1438,2022/2/17,19,33897
1331,2022/2/17,20,34788
2552,2022/2/17,21,35050
7536,2022/2/17,22,32851
682,2022/2/17,23,26900
4426,2022/2/18,0,20762
4903,2022/2/18,1,11977
839,2022/2/18,2,7171
5013,2022/2/18,3,4606
5892,2022/2/18,4,3672
1251,2022/2/18,5,4667
5561,2022/2/18,6,9036
8867,2022/2/18,7,20760
2342,2022/2/18,8,27414
5156,2022/2/18,9,45483
4158,2022/2/18,10,46185
7295,2022/2/18,11,46100
1941,2022/2/18,12,52353
4447,2022/2/18,13,54420
6478,2022/2/18,14,47163
673,2022/2/18,15,47863
3931,2022/2/18,16,40477
8630,2022/2/18,17,35131
1965,2022/2/18,18,31744
4638,2022/2/18,19,31254
4796,2022/2/18,20,31694
7208,2022/2/18,21,30989
280,2022/2/18,22,28564
2716,2022/2/18,23,24420
8669,2022/2/19,0,18110
67,2022/2/19,1,11608
4603,2022/2/19,2,7273
7731,2022/2/19,3,4748
195,2022/2/19,4,3513
2823,2022/2/19,5,3501
9240,2022/2/19,6,5026
1982,2022/2/19,7,8960
3475,2022/2/19,8,13174
7952,2022/2/19,9,18281
4126,2022/2/19,10,21922
462,2022/2/19,11,24709
3380,2022/2/19,12,25378
8293,2022/2/19,13,24842
45,2022/2/19,14,25965
3680,2022/2/19,15,26089
5449,2022/2/19,16,25521
868,2022/2/19,17,24943
6454,2022/2/19,18,23378
8741,2022/2/19,19,24317
8162,2022/2/19,20,24926
9023,2022/2/19,21,25210
5239,2022/2/19,22,23635
5077,2022/2/19,23,20192
1423,2022/2/2,0,16030
4827,2022/2/2,1,11153
8962,2022/2/2,2,7387
2077,2022/2/2,3,5011
4641,2022/2/2,4,3548
8840,2022/2/2,5,3154
2678,2022/2/2,6,3855
6419,2022/2/2,7,5994
7699,2022/2/2,8,8895
4384,2022/2/2,9,13158
1002,2022/2/2,10,16749
3667,2022/2/2,11,17230
7473,2022/2/2,12,16396
2434,2022/2/2,13,16968
4977,2022/2/2,14,17565
9298,2022/2/2,15,18164
2991,2022/2/2,16,18642
4189,2022/2/2,17,18220
153,2022/2/2,18,16689
2485,2022/2/2,19,17586
2335,2022/2/2,20,18592
6590,2022/2/2,21,19675
7209,2022/2/2,22,19794
932,2022/2/2,23,18633
8368,2022/2/20,0,15301
3198,2022/2/20,1,10665
6332,2022/2/20,2,6753
114,2022/2/20,3,4267
3519,2022/2/20,4,3145
6093,2022/2/20,5,2820
8366,2022/2/20,6,3666
4179,2022/2/20,7,5889
6064,2022/2/20,8,9645
669,2022/2/20,9,14588
8284,2022/2/20,10,18738
4149,2022/2/20,11,21957
5606,2022/2/20,12,22271
9107,2022/2/20,13,22726
3542,2022/2/20,14,23682
4883,2022/2/20,15,24199
8264,2022/2/20,16,24669
3929,2022/2/20,17,24143
5954,2022/2/20,18,23518
736,2022/2/20,19,24779
9315,2022/2/20,20,26629
2381,2022/2/20,21,27866
5549,2022/2/20,22,27048
7885,2022/2/20,23,23162
2964,2022/2/21,0,16884
5947,2022/2/21,1,11369
8716,2022/2/21,2,7238
2840,2022/2/21,3,4115
5502,2022/2/21,4,3069
9087,2022/2/21,5,3369
2671,2022/2/21,6,6770
6382,2022/2/21,7,22455
7584,2022/2/21,8,29556
3965,2022/2/21,9,46629
1568,2022/2/21,10,49596
5336,2022/2/21,11,48300
8570,2022/2/21,12,50645
2209,2022/2/21,13,50961
4924,2022/2/21,14,47775
8046,2022/2/21,15,46183
3032,2022/2/21,16,42137
5299,2022/2/21,17,37254
8250,2022/2/21,18,33838
3280,2022/2/21,19,40379
1351,2022/2/21,20,37347
5970,2022/2/21,21,36673
7823,2022/2/21,22,33947
1550,2022/2/21,23,27362
4321,2022/2/22,0,18525
6352,2022/2/22,1,10872
2065,2022/2/22,2,6539
5724,2022/2/22,3,4221
8435,2022/2/22,4,3490
3402,2022/2/22,5,4049
5764,2022/2/22,6,8335
8458,2022/2/22,7,24888
3655,2022/2/22,8,28565
5660,2022/2/22,9,45701
4312,2022/2/22,10,48976
6936,2022/2/22,11,49437
1187,2022/2/22,12,49119
4889,2022/2/22,13,49499
6131,2022/2/22,14,47638
1687,2022/2/22,15,45802
6136,2022/2/22,16,39102
8824,2022/2/22,17,36412
1818,2022/2/22,18,33845
6130,2022/2/22,19,37238
3658,2022/2/22,20,36165
5508,2022/2/22,21,36227
1148,2022/2/22,22,33730
5656,2022/2/22,23,27789
7450,2022/2/23,0,19429
1010,2022/2/23,1,11427
3202,2022/2/23,2,6899
6855,2022/2/23,3,4385
1318,2022/2/23,4,3693
4642,2022/2/23,5,4438
8237,2022/2/23,6,8703
1885,2022/2/23,7,20845
4455,2022/2/23,8,27022
7429,2022/2/23,9,42386
6515,2022/2/23,10,45581
494,2022/2/23,11,45135
3881,2022/2/23,12,46430
8016,2022/2/23,13,46414
838,2022/2/23,14,44941
5446,2022/2/23,15,54230
7414,2022/2/23,16,40699
1471,2022/2/23,17,36095
4469,2022/2/23,18,34325
7357,2022/2/23,19,35691
5928,2022/2/23,20,36604
8925,2022/2/23,21,35832
3073,2022/2/23,22,32918
5350,2022/2/23,23,26967
9204,2022/2/24,0,18548
2033,2022/2/24,1,11178
5982,2022/2/24,2,6622
297,2022/2/24,3,4373
3858,2022/2/24,4,3767
8198,2022/2/24,5,4319
136,2022/2/24,6,8673
5841,2022/2/24,7,25238
8596,2022/2/24,8,29566
1609,2022/2/24,9,47048
8131,2022/2/24,10,50303
3066,2022/2/24,11,53862
4948,2022/2/24,12,59410
109,2022/2/24,13,57346
4861,2022/2/24,14,49489
6887,2022/2/24,15,46599
221,2022/2/24,16,41767
3595,2022/2/24,17,38635
8788,2022/2/24,18,37526
1561,2022/2/24,19,38570
6975,2022/2/24,20,37775
2825,2022/2/24,21,38418
5822,2022/2/24,22,36472
121,2022/2/24,23,29918
3537,2022/2/25,0,20745
6633,2022/2/25,1,12491
9162,2022/2/25,2,7384
2269,2022/2/25,3,4994
5409,2022/2/25,4,4347
9410,2022/2/25,5,5814
4481,2022/2/25,6,12989
6299,2022/2/25,7,37352
258,2022/2/25,8,40602
2599,2022/2/25,9,59328
1320,2022/2/25,10,60456
5259,2022/2/25,11,58627
8240,2022/2/25,12,59679
2223,2022/2/25,13,58855
5845,2022/2/25,14,54829
6135,2022/2/25,15,56617
4319,2022/2/25,16,47703
7603,2022/2/25,17,42442
654,2022/2/25,18,38103
3439,2022/2/25,19,37419
1341,2022/2/25,20,36612
4314,2022/2/25,21,36017
8453,2022/2/25,22,33264
2725,2022/2/25,23,27967
4559,2022/2/26,0,20230
7438,2022/2/26,1,12775
1245,2022/2/26,2,7888
4540,2022/2/26,3,5005
8431,2022/2/26,4,3801
1956,2022/2/26,5,3869
6381,2022/2/26,6,5694
8396,2022/2/26,7,10675
3432,2022/2/26,8,15052
4993,2022/2/26,9,20357
3185,2022/2/26,10,23643
6665,2022/2/26,11,25061
1873,2022/2/26,12,25885
4815,2022/2/26,13,25262
9306,2022/2/26,14,27117
3905,2022/2/26,15,26783
5292,2022/2/26,16,25719
8890,2022/2/26,17,24946
2658,2022/2/26,18,24128
5020,2022/2/26,19,24198
4972,2022/2/26,20,25541
8609,2022/2/26,21,25436
2176,2022/2/26,22,24133
4536,2022/2/26,23,21079
5366,2022/2/27,0,15770
527,2022/2/27,1,10722
3480,2022/2/27,2,7097
5662,2022/2/27,3,4568
1969,2022/2/27,4,3254
7338,2022/2/27,5,2921
8739,2022/2/27,6,4208
1713,2022/2/27,7,7131
4528,2022/2/27,8,10812
9076,2022/2/27,9,15198
7269,2022/2/27,10,18760
950,2022/2/27,11,20563
4070,2022/2/27,12,20757
7427,2022/2/27,13,21154
1692,2022/2/27,14,20873
4022,2022/2/27,15,21369
8927,2022/2/27,16,21473
1995,2022/2/27,17,21710
5686,2022/2/27,18,21040
8992,2022/2/27,19,22082
8219,2022/2/27,20,23153
36,2022/2/27,21,23628
4346,2022/2/27,22,22810
8054,2022/2/27,23,20420
149,2022/2/28,0,16049
4324,2022/2/28,1,10699
4958,2022/2/28,2,7057
1156,2022/2/28,3,4542
3375,2022/2/28,4,3276
8319,2022/2/28,5,3106
1533,2022/2/28,6,4556
3873,2022/2/28,7,7942
7711,2022/2/28,8,12424
599,2022/2/28,9,18140
269,2022/2/28,10,22268
3308,2022/2/28,11,23960
5772,2022/2/28,12,25270
764,2022/2/28,13,25833
2759,2022/2/28,14,25896
7361,2022/2/28,15,26551
1039,2022/2/28,16,27310
4964,2022/2/28,17,27310
8728,2022/2/28,18,27690
1231,2022/2/28,19,30722
8700,2022/2/28,20,33795
2853,2022/2/28,21,35674
5689,2022/2/28,22,35172
479,2022/2/28,23,30393
5931,2022/2/3,0,15108
8339,2022/2/3,1,10502
1082,2022/2/3,2,6989
6904,2022/2/3,3,4818
7635,2022/2/3,4,3303
2887,2022/2/3,5,2950
4209,2022/2/3,6,3460
7773,2022/2/3,7,5126
3460,2022/2/3,8,8034
6757,2022/2/3,9,11598
5853,2022/2/3,10,14554
7702,2022/2/3,11,16730
997,2022/2/3,12,16549
3393,2022/2/3,13,16978
8165,2022/2/3,14,17653
2444,2022/2/3,15,18342
7187,2022/2/3,16,18481
6271,2022/2/3,17,18020
3627,2022/2/3,18,16660
7620,2022/2/3,19,17473
3164,2022/2/3,20,18769
7275,2022/2/3,21,19168
672,2022/2/3,22,19155
4494,2022/2/3,23,17876
7483,2022/2/4,0,14734
1271,2022/2/4,1,10509
4130,2022/2/4,2,7103
7451,2022/2/4,3,4783
2188,2022/2/4,4,3466
3731,2022/2/4,5,3010
7247,2022/2/4,6,3462
2618,2022/2/4,7,5407
5625,2022/2/4,8,8326
7965,2022/2/4,9,12434
7034,2022/2/4,10,15842
313,2022/2/4,11,18533
3240,2022/2/4,12,18542
8660,2022/2/4,13,18783
1391,2022/2/4,14,19038
4427,2022/2/4,15,20448
8935,2022/2/4,16,20121
2092,2022/2/4,17,20262
6889,2022/2/4,18,18788
7471,2022/2/4,19,19071
6372,2022/2/4,20,19988
8564,2022/2/4,21,20854
3725,2022/2/4,22,20456
7708,2022/2/4,23,18903
8641,2022/2/5,0,16018
2912,2022/2/5,1,11196
6758,2022/2/5,2,7675
87,2022/2/5,3,4937
2433,2022/2/5,4,3560
6512,2022/2/5,5,3379
3435,2022/2/5,6,3857
4843,2022/2/5,7,6136
7881,2022/2/5,8,9402
1967,2022/2/5,9,14054
9443,2022/2/5,10,18019
3353,2022/2/5,11,20224
6424,2022/2/5,12,21034
9331,2022/2/5,13,21761
2820,2022/2/5,14,22072
7385,2022/2/5,15,22603
1643,2022/2/5,16,22815
5719,2022/2/5,17,22486
8418,2022/2/5,18,21197
1800,2022/2/5,19,22298
5917,2022/2/5,20,23640
4083,2022/2/5,21,24243
5316,2022/2/5,22,23962
8938,2022/2/5,23,21540
2402,2022/2/6,0,17985
5617,2022/2/6,1,12304
9188,2022/2/6,2,8053
2737,2022/2/6,3,5497
6171,2022/2/6,4,3692
1183,2022/2/6,5,3065
3823,2022/2/6,6,3622
7530,2022/2/6,7,5737
615,2022/2/6,8,8958
3900,2022/2/6,9,13828
1564,2022/2/6,10,18528
7155,2022/2/6,11,21710
8455,2022/2/6,12,22578
2348,2022/2/6,13,23578
5361,2022/2/6,14,24059
7771,2022/2/6,15,24968
4193,2022/2/6,16,25321
5150,2022/2/6,17,25167
444,2022/2/6,18,24758
2718,2022/2/6,19,26907
2111,2022/2/6,20,29741
6506,2022/2/6,21,32720
9196,2022/2/6,22,33043
2396,2022/2/6,23,28522
5177,2022/2/7,0,21244
7598,2022/2/7,1,13476
1850,2022/2/7,2,8759
4333,2022/2/7,3,6026
8828,2022/2/7,4,3869
2944,2022/2/7,5,4073
6098,2022/2/7,6,7811
82,2022/2/7,7,31734
3572,2022/2/7,8,40134
6312,2022/2/7,9,65144
6331,2022/2/7,10,65769
7240,2022/2/7,11,63254
1517,2022/2/7,12,63818
5384,2022/2/7,13,61787
7648,2022/2/7,14,80094
3279,2022/2/7,15,58900
5181,2022/2/7,16,51707
243,2022/2/7,17,46360
4093,2022/2/7,18,42925
6761,2022/2/7,19,43796
5198,2022/2/7,20,45258
8553,2022/2/7,21,44801
1181,2022/2/7,22,41449
5218,2022/2/7,23,33932
7587,2022/2/8,0,22906
782,2022/2/8,1,13647
3952,2022/2/8,2,8221
8127,2022/2/8,3,5263
1261,2022/2/8,4,3896
4624,2022/2/8,5,4185
6532,2022/2/8,6,7967
3364,2022/2/8,7,24144
7200,2022/2/8,8,31563
9349,2022/2/8,9,50987
6609,2022/2/8,10,53729
847,2022/2/8,11,53729
